,site_id,planned_kiosk_type,installation_status,ppt_id,legacy_id,borough,council_district,community_board,street_address,cross_street_1,cross_street_2,ixn_corner,postcode,zoning,latitude,longitude,installation_complete,activation_complete,neighborhood_tabulation_area_nta,building_identification_number_bin,boroughblocklot_bbl,census_tract_ct,location
335,bx-07-119719,Link1.0,Live,119719,LINK-013215,Bronx,15,207,378 BEDFORD PARK BOULEVARD,EAST 199 STREET,BEDFORD PARK BOULEVARD,SE,10458,C1-4,40.867856,-73.884254,2022-02-21,2022-05-02,Bedford Park-Fordham North,2016424.0,2032790062.0,2040702.0,"(40.867856, -73.884254)"
336,bk-06-126392,Link1.0,Live,126392,bk-06-126392,Brooklyn,39,306,252 COURT STREET,KANE STREET,BUTLER STREET,SW,11231,C1-3,40.68539,-73.994526,2017-08-10,2017-11-21,Carroll Gardens-Columbia Street-Red Hook,3336007.0,3003260037.0,3006700.0,"(40.68539, -73.994526)"
337,mn-10-142554,Link1.0,Live,142554,mn-10-142554,Manhattan,9,110,2570 ADAM CLAYTON POWELL JR. BOULEVARD,WEST 149 STREET,WEST 148 STREET,SW,10039,C1-4,40.824081,-73.937508,2017-07-19,2017-09-15,Central Harlem North-Polo Grounds,1060566.0,1020340034.0,1023400.0,"(40.824081, -73.937508)"
338,qu-09-138287,Link1.0,Live,138287,qu-09-138287,Queens,29,409,87-06 126 STREET,JAMAICA AVENUE,89 AVENUE,SW,11418,C2-4,40.70104,-73.824719,2018-05-19,2018-06-29,Richmond Hill,4196127.0,4093340010.0,4014201.0,"(40.70104, -73.824719)"
339,mn-05-122656,Link1.0,Live,122656,mn-05-122656,Manhattan,4,105,200 WEST 52 STREET,7 AVENUE,BROADWAY,SE,10019,C6-6,40.762366,-73.982552,2016-10-15,2016-11-10,Midtown-Midtown South,1024818.0,1010230029.0,1013100.0,"(40.762366, -73.982552)"
340,mn-05-139276,Link1.0,Live,139276,mn-05-139276,Manhattan,3,105,260 WEST 52 STREET,8 AVENUE,BROADWAY,SE,10019,C6-4,40.763424,-73.985061,2016-03-18,2016-04-07,Midtown-Midtown South,1076198.0,1010230061.0,1013100.0,"(40.763424, -73.985061)"
341,mn-03-121470,Link1.0,Live,121470,mn-03-121470,Manhattan,2,103,224 2 AVENUE,EAST 13 STREET,EAST 14 STREET,SE,10003,C1-7A,40.732206,-73.984823,2017-03-19,2017-06-14,East Village,1006511.0,1004550005.0,1004000.0,"(40.732206, -73.984823)"
342,qu-02-154903,Link1.0,Live,154903,,Queens,26,402,49-01 43 AVENUE,43rd Avenue,Skillman Avenue,NE,11377,C1-4,40.744716,-73.915472,2022-09-21,2022-11-01,Hunters Point-Sunnyside-West Maspeth,,,,"(40.744716, -73.915472)"
343,mn-04-122503,Link1.0,Live,122503,mn-04-122503,Manhattan,3,104,969 8 AVENUE,WEST 56 STREET,WEST 57 STREET,SW,10019,C6-6,40.766638,-73.983092,2016-03-10,2016-07-07,Clinton,1025451.0,1010477502.0,1013900.0,"(40.766638, -73.983092)"
344,mn-05-133688,Link1.0,Live,133688,mn-05-133688,Manhattan,3,105,800 6 AVENUE,WEST 27 STREET,WEST 28 STREET,NE,10001,C6-4X,40.745494,-73.990775,2017-09-24,2017-12-27,Hudson Yards-Chelsea-Flatiron-Union Square,1088723.0,1008290001.0,1005800.0,"(40.745494, -73.990775)"
345,qu-06-145846,Link1.0,Live,145846,LINK-018040,Queens,29,406,100-26 QUEENS BOULEVARD,67 ROAD,67 AVENUE,SW,11375,C1-2,40.726495,-73.853138,2017-05-20,2017-08-16,Forest Hills,4075137.0,4031700031.0,4071306.0,"(40.726495, -73.853138)"
346,mn-08-134746,Link1.0,Live,134746,mn-08-134746,Manhattan,5,108,238 EAST 86 STREET,2 AVENUE,3 AVENUE,MIDBLOCK,10028,C2-8A,40.778141,-73.952594,2016-11-04,2017-02-01,Yorkville,1000000.0,1015310029.0,1014601.0,"(40.778141, -73.952594)"
347,qu-14-160094,Link5G_Ad,Live,,,Queens,32,414,88-07 ROCKAWAY BEACH BOULEVARD,BEACH 90 STREET,BEACH 84 STREET,N,11693,C1-2,40.586342,-73.813029,2025-03-13,2025-07-29,Hammels-Arverne-Edgemere,,4161310001.0,,"(40.5863425, -73.813029)"
348,mn-06-137822,Link1.0,Live,137822,mn-06-137822,Manhattan,4,106,850 2 AVENUE,EAST 45 STREET,EAST 46 STREET,NE,10017,C1-9,40.751834,-73.970593,2018-02-17,2018-05-17,Turtle Bay-East Midtown,1038781.0,1013387501.0,1009000.0,"(40.751834, -73.970593)"
349,mn-10-119980,Link1.0,Live,119980,mn-10-119980,Manhattan,9,110,2109 FREDERICK DOUGLASS BOULEVARD,WEST 114 STREET,WEST 113 STREET,SW,10026,C1-4,40.803024,-73.956488,2016-09-17,2016-10-19,Central Harlem South,1055816.0,1018470060.0,1019702.0,"(40.803024, -73.956488)"
350,bk-07-141621,Link1.0,Live,141621,bk-07-141621,Brooklyn,38,307,784 4 AVENUE,26 STREET,27 STREET,SW,11232,M1-2D,40.659902,-73.998822,2017-03-03,2017-04-13,Sunset Park West,3009658.0,3006570042.0,3010100.0,"(40.659902, -73.998822)"
351,bk-01-145855,Link1.0,Live,145855,LINK-020776,Brooklyn,34,301,103 SEIGEL STREET,MANHATTAN AVENUE,GRAHAM AVENUE,NW,11206,C1-3,40.704496,-73.942989,2017-06-27,2018-04-26,East Williamsburg,3071403.0,3030880021.0,3049100.0,"(40.704496, -73.942989)"
352,mn-07-120525,Link1.0,Live,120525,mn-07-120525,Manhattan,7,107,765 AMSTERDAM AVENUE,WEST 98 STREET,WEST 99 STREET,NE,10025,C1-5,40.795399,-73.969254,2016-10-22,2016-11-23,Upper West Side,1055899.0,1018520001.0,1018500.0,"(40.795399, -73.969254)"
353,mn-07-133810,Link1.0,Live,133810,mn-07-133810,Manhattan,6,107,2321 BROADWAY,WEST 84 STREET,WEST 85 STREET,NW,10024,C4-6A,40.787247,-73.977646,2016-11-02,2016-12-14,Upper West Side,1033104.0,1012327501.0,1017100.0,"(40.787247, -73.977646)"
354,bk-09-153835,Link5G_Ad,Live,153835,,Brooklyn,41,309,506 UTICA AVENUE,RUTLAND ROAD,MIDWOOD ST,NW,11203,C8-2,40.660758,-73.931466,2022-06-28,2022-10-25,Prospect Lefferts Gardens-Wingate,3099204.0,3045900038.0,880.0,"(40.660758, -73.931466)"
355,mn-08-120963,Link1.0,Live,120963,mn-08-120963,Manhattan,5,108,363 EAST 69 STREET,1 AVENUE,2 AVENUE,NW,10021,C2-8,40.765995,-73.957578,2017-10-25,2018-01-08,Lenox Hill-Roosevelt Island,1044821.0,1014440023.0,1012600.0,"(40.765995, -73.957578)"
356,qu-01-125148,Link1.0,Live,125148,qu-01-125148,Queens,22,401,30-01 STEINWAY STREET,30 AVENUE,31 AVENUE,SE,11103,C4-2A,40.763686,-73.915051,2017-05-06,2017-06-29,Astoria,4011253.0,4006800046.0,4014900.0,"(40.763686, -73.915051)"
357,bx-05-119610,Link1.0,Live,119610,bx-05-119610,Bronx,14,205,48 WEST BURNSIDE AVENUE,GRAND AVENUE,DAVIDSON AVENUE,SE,10453,C1-4,40.853842,-73.909388,2017-01-25,2017-02-08,University Heights-Morris Heights,2008631.0,2028700026.0,2024300.0,"(40.853842, -73.909388)"
358,mn-05-134631,Link1.0,Live,134631,mn-05-134631,Manhattan,2,105,407 PARK AVENUE SOUTH,EAST 28 STREET,EAST 29 STREET,NE,10016,C6-4A,40.743395,-73.983878,2018-02-24,2018-06-19,Murray Hill-Kips Bay,1018204.0,1008840001.0,1007200.0,"(40.743395, -73.983878)"
359,qu-06-145790,Link1.0,Live,145790,LINK-006882,Queens,29,406,113-14 QUEENS BOULEVARD,76 ROAD,76 AVENUE,SW,11375,C1-2,40.717212,-73.835496,2017-03-11,2017-03-28,Forest Hills,4079813.0,4033400024.0,4076901.0,"(40.717212, -73.835496)"
360,mn-09-141129,Link1.0,Live,141129,mn-09-141129,Manhattan,7,109,3457 BROADWAY,WEST 141 STREET,WEST 140 STREET,SW,10031,C1-4,40.823821,-73.952581,2017-05-09,2017-07-13,Hamilton Heights,1062321.0,1020880036.0,1022500.0,"(40.823821, -73.952581)"
361,bk-01-146016,Link1.0,Live,146016,LINK-021227,Brooklyn,33,301,28 NORTH 5 STREET,KENT AVENUE,WYTHE AVENUE,SE,11249,M1-2/R6A,40.719067,-73.962765,2017-12-08,2018-04-12,North Side-South Side,3062291.0,3023410001.0,3055500.0,"(40.719067, -73.962765)"
362,mn-12-111857,Link1.0,Live,111857,mn-12-111857,Manhattan,10,112,1617 ST. NICHOLAS AVENUE,WEST 191 STREET,WEST 190 STREET,SW,10040,C1-4,40.855416,-73.929403,2017-12-01,2018-02-20,Washington Heights North,1084422.0,1021690048.0,1027900.0,"(40.855416, -73.929403)"
363,mn-06-121683,Link1.0,Live,121683,mn-06-121683,Manhattan,4,106,1000 1 AVENUE,EAST 55 STREET,EAST 54 STREET,SE,10022,C1-5,40.756879,-73.963818,2017-10-20,2018-03-06,Turtle Bay-East Midtown,1040355.0,1013660047.0,1010601.0,"(40.756879, -73.963818)"
364,bk-02-145910,Link1.0,Live,145910,LINK-020653,Brooklyn,33,302,66 SMITH STREET,STATE STREET,SCHERMERHORN STREET,NW,11201,C6-2A,40.689408,-73.988729,2017-07-27,2017-10-06,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3348905.0,3002587501.0,3004300.0,"(40.689408, -73.988729)"
365,mn-03-138884,Link1.0,Live,138884,mn-03-138884,Manhattan,2,103,180 1 AVENUE,EAST 11 STREET,EAST 10 STREET,SW,10009,C1-5,40.72922,-73.983979,2017-08-12,2017-10-06,East Village,1077666.0,1004380009.0,1003400.0,"(40.72922, -73.983979)"
366,mn-08-121031,Link1.0,Live,121031,mn-08-121031,Manhattan,4,108,34 EAST 73 STREET,MADISON AVENUE,PARK AVENUE,SE,10021,C5-1,40.772373,-73.964839,2018-02-17,2020-11-24,Upper East Side-Carnegie Hill,1041472.0,1013870050.0,1013000.0,"(40.772373, -73.964839)"
367,mn-11-120225,Link1.0,Live,120225,mn-11-120225,Manhattan,8,111,1896 3 AVENUE,EAST 105 STREET,EAST 104 STREET,SW,10029,C1-5,40.790862,-73.945348,2016-05-21,2016-06-15,East Harlem South,1051969.0,1016320040.0,1016600.0,"(40.790862, -73.945348)"
368,mn-06-133433,Link1.0,Live,133433,mn-06-133433,Manhattan,4,106,974 3 AVENUE,EAST 59 STREET,EAST 58 STREET,NW,10022,C5-2,40.761095,-73.967076,2016-08-13,2016-09-28,Turtle Bay-East Midtown,1086160.0,1013137501.0,1011203.0,"(40.761095, -73.967076)"
369,bk-16-159993,Link1.0,Live,,,Brooklyn,41,316,38 SUTTER AVENUE,SUTTER AVENUE,BLAKE AVENUE,SW,11212,C1-3,40.66534,-73.921391,2023-12-08,2024-06-27,Brownsville,3393303.0,3035310030.0,900.0,"(40.6653401, -73.9213909)"
370,mn-05-122056,Link1.0,Live,122056,mn-05-122056,Manhattan,3,105,1273 BROADWAY,WEST 32 STREET,6 AVENUE,NW,10001,C6-6,40.748539,-73.988218,2017-04-01,2017-06-19,Midtown-Midtown South,1015199.0,1008090045.0,1007600.0,"(40.748539, -73.988218)"
371,qu-01-146035,Link1.0,Live,146035,LINK-021538,Queens,26,401,32-50 50 STREET,NEWTOWN ROAD,NORTHERN BOULEVARD,NW,11103,C2-2,40.754488,-73.911687,2017-12-15,2018-02-28,Astoria,4013650.0,4007350001.0,4016300.0,"(40.754488, -73.911687)"
372,mn-08-137205,Link1.0,Live,137205,mn-08-137205,Manhattan,4,108,16 EAST 60 STREET,MADISON AVENUE,5 AVENUE,SW,10022,C5-3,40.764254,-73.971198,2016-11-19,2017-05-08,Upper East Side-Carnegie Hill,1040753.0,1013740014.0,1011401.0,"(40.764254, -73.971198)"
373,mn-05-136213,Link1.0,Live,136213,mn-05-136213,Manhattan,3,105,382 8 AVENUE,WEST 29 STREET,WEST 30 STREET,NE,10001,C6-3X,40.749122,-73.995553,2016-03-18,2016-04-07,Midtown-Midtown South,1014277.0,1007790001.0,1009500.0,"(40.749122, -73.995553)"
374,bx-05-119592,Link1.0,Live,119592,bx-05-119592,Bronx,14,205,101 EAST BURNSIDE AVENUE,MORRIS AVENUE,CRESTON AVENUE,NE,10453,C1-4,40.853157,-73.905403,2016-06-09,2016-07-07,Mount Hope,2092406.0,2031690001.0,2024100.0,"(40.853157, -73.905403)"
375,mn-07-107801,Link1.0,Live,107801,mn-07-107801,Manhattan,6,107,243 WEST 99 STREET,BROADWAY,WEST END AVENUE,SW,10025,C1-5,40.796761,-73.970652,2016-07-10,2016-07-21,Upper West Side,1056456.0,1018710010.0,1018700.0,"(40.796761, -73.970652)"
376,bx-01-144251,Link1.0,Live,144251,bx-01-144251,Bronx,17,201,3097 3 AVENUE,EAST 158 STREET,EAST 157 STREET,SW,10451,C1-4,40.821437,-73.912327,2017-03-18,2017-05-22,Melrose South-Mott Haven North,2001451.0,2023790051.0,2006900.0,"(40.821437, -73.912327)"
377,qu-09-145884,Link1.0,Live,145884,LINK-021387,Queens,32,409,94-20 JAMAICA AVENUE,95 STREET,94 STREET,SW,11421,C1-4,40.69414,-73.850569,2017-07-15,2017-08-09,Woodhaven,4184333.0,4089350010.0,4002000.0,"(40.69414, -73.850569)"
378,bk-06-125915,Link1.0,Live,125915,bk-06-125915,Brooklyn,39,306,555 5 AVENUE,15 STREET,14 STREET,NE,11215,C4-3A,40.665618,-73.989159,2017-02-27,2017-06-12,Park Slope-Gowanus,3023689.0,3010420001.0,3014100.0,"(40.665618, -73.989159)"
379,mn-11-120218,Link1.0,Live,120218,mn-11-120218,Manhattan,5,111,1722 3 AVENUE,EAST 97 STREET,EAST 96 STREET,SW,10029,C1-5,40.785818,-73.949031,2016-03-05,2016-03-23,East Harlem South,1082901.0,1016240033.0,1015802.0,"(40.785818, -73.949031)"
380,bk-09-126616,Link1.0,Live,126616,bk-09-126616,Brooklyn,35,309,806 FRANKLIN AVENUE,EASTERN PARKWAY,UNION STREET,SW,11225,C1-3,40.670318,-73.958172,2016-12-22,2017-02-08,Crown Heights South,3029674.0,3011850039.0,3021300.0,"(40.670318, -73.958172)"
381,qu-12-158710,Link5G_Ad,Live,158710,,Queens,31,412,138-02 FARMERS BOULEVARD,138TH AVENUE,139TH ROAD,SW,11434,C1-3,40.672663,-73.764196,2022-07-27,2022-12-20,Springfield Gardens North,,4125820031.0,,"(40.672663, -73.764196)"
382,si-02-145835,Link1.0,Live,145835,LINK-018414,Staten Island,50,502,1630 RICHMOND ROAD,LIBERTY AVENUE,BUEL AVENUE,SE,10304,C1-1,40.589908,-74.100904,2017-04-10,2017-05-25,Old Town-Dongan Hills-South Beach,5050552.0,5035300017.0,5011401.0,"(40.589908, -74.100904)"
383,mn-12-120665,Link1.0,Live,120665,mn-12-120665,Manhattan,10,112,1516 ST. NICHOLAS AVENUE,WEST 185 STREET,WEST 186 STREET,SE,10033,C1-4,40.852257,-73.931452,2017-12-01,2018-03-29,Washington Heights North,1063780.0,1021570039.0,1026900.0,"(40.852257, -73.931452)"
384,bk-17-126292,Link1.0,Live,126292,bk-17-126292,Brooklyn,41,317,3923 CHURCH AVENUE,EAST 40 STREET,EAST 39 STREET,NW,11203,C2-2,40.651341,-73.940166,2018-02-26,2018-07-24,East Flatbush-Farragut,3108908.0,3048760033.0,3081400.0,"(40.651341, -73.940166)"
385,qu-02-142875,Link1.0,Live,142875,qu-02-142875,Queens,26,402,37-02 QUEENS BOULEVARD,37 STREET,38 STREET,SE,11101,M1-4,40.743976,-73.927772,2017-06-24,2017-07-18,Hunters Point-Sunnyside-West Maspeth,4003178.0,4002240022.0,4017900.0,"(40.743976, -73.927772)"
386,bx-06-146096,Link1.0,Live,146096,LINK-020581,Bronx,15,206,4201 3 AVENUE,EAST TREMONT AVENUE,EAST 176 STREET,SE,10457,C4-5X,40.846477,-73.896393,2018-06-20,2018-07-26,Claremont-Bathgate,2009606.0,2029240020.0,2039500.0,"(40.846477, -73.896393)"
387,qu-03-134080,Link1.0,Live,134080,qu-03-134080,Queens,25,403,77-01 ROOSEVELT AVENUE,77 STREET,78 STREET,NE,11372,C2-3,40.747223,-73.888492,2017-07-08,2017-08-25,Jackson Heights,4029906.0,4012880048.0,4028700.0,"(40.747223, -73.888492)"
388,mn-10-119880,Link1.0,Live,119880,mn-10-119880,Manhattan,9,110,2527 FREDERICK DOUGLASS BOULEVARD,WEST 135 STREET,WEST 136 STREET,NW,10030,C1-4,40.816689,-73.946548,2016-10-14,2016-10-31,Central Harlem North-Polo Grounds,1059461.0,1019600011.0,1022102.0,"(40.816689, -73.946548)"
389,bk-01-146092,Link1.0,Live,146092,LINK-021241,Brooklyn,34,301,361 BROADWAY,KEAP STREET,HOOPER STREET,NE,11211,C1-3,40.707581,-73.955316,2018-06-05,2019-01-22,North Side-South Side,3331238.0,3024630040.0,3052700.0,"(40.707581, -73.955316)"
390,bx-01-123214,Link1.0,Live,123214,bx-01-123214,Bronx,17,201,2969 3 AVENUE,EAST 153 STREET,EAST 154 STREET,NW,10455,C4-4,40.81851,-73.914614,2016-10-22,2016-12-28,Melrose South-Mott Haven North,2001382.0,2023750048.0,2006700.0,"(40.81851, -73.914614)"
391,mn-08-121734,Link1.0,Live,121734,mn-08-121734,Manhattan,4,108,991 3 AVENUE,EAST 59 STREET,EAST 60 STREET,NE,10022,C5-2,40.761604,-73.966388,2016-02-27,2016-03-29,Lenox Hill-Roosevelt Island,1043336.0,1014140001.0,1011000.0,"(40.761604, -73.966388)"
392,qu-12-141545,Link1.0,Live,141545,qu-12-141545,Queens,24,412,160-15 JAMAICA AVENUE,161 STREET,160 STREET,NW,11432,C6-3,40.70402,-73.79869,2016-08-18,2016-10-20,Jamaica,4208855.0,4097570047.0,4044601.0,"(40.70402, -73.79869)"
393,bk-02-127278,Link1.0,Live,127278,bk-02-127278,Brooklyn,33,302,126 SMITH STREET,DEAN STREET,PACIFIC STREET,NW,11201,C2-4,40.687497,-73.990023,2017-07-01,2019-02-01,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3001047.0,3001870029.0,3004300.0,"(40.687497, -73.990023)"
394,qu-06-124182,Link1.0,Live,124182,qu-06-124182,Queens,29,406,112-28 QUEENS BOULEVARD,76 AVENUE,75 ROAD,SW,11375,C1-2,40.717664,-73.836262,2016-07-20,2016-07-29,Forest Hills,4449594.0,4033397501.0,4076901.0,"(40.717664, -73.836262)"
395,qu-02-145742,Link1.0,Live,145742,LINK-018148,Queens,26,402,65-10 QUEENS BOULEVARD,65 PLACE,65 STREET,SW,11377,C2-3,40.740727,-73.899864,2017-02-25,2017-03-20,Woodside,4437388.0,4023920023.0,4024500.0,"(40.740727, -73.899864)"
396,mn-06-138438,Link1.0,Live,138438,mn-06-138438,Manhattan,4,106,954 3 AVENUE,EAST 57 STREET,EAST 58 STREET,NW,10022,C5-2,40.760457,-73.967538,2016-02-27,2016-03-18,Turtle Bay-East Midtown,1036912.0,1013120033.0,1011203.0,"(40.760457, -73.967538)"
397,bk-14-145949,Link1.0,Live,145949,LINK-022142,Brooklyn,40,314,9 SNYDER AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,MIDBLOCK,11226,C4-4A,40.648607,-73.95782,2017-09-17,2019-03-01,Erasmus,3117218.0,3051030001.0,3079400.0,"(40.648607, -73.95782)"
398,mn-07-133628,Link1.0,Live,133628,mn-07-133628,Manhattan,7,107,2618 BROADWAY,WEST 99 STREET,WEST 98 STREET,SE,10025,C1-5,40.796425,-73.970279,2017-07-07,2017-08-18,Upper West Side,1056408.0,1018700043.0,1018700.0,"(40.796425, -73.970279)"
399,qu-04-136360,Link1.0,Live,136360,qu-04-136360,Queens,25,404,74-04 ROOSEVELT AVENUE,74 STREET,75 STREET,SE,11372,C4-3,40.746798,-73.891215,2017-07-08,2017-08-25,Elmhurst,4036717.0,4014850023.0,4026700.0,"(40.746798, -73.891215)"
400,bk-01-145988,Link1.0,Live,145988,LINK-021230,Brooklyn,34,301,561 METROPOLITAN AVENUE,LORIMER STREET,UNION AVENUE,MIDBLOCK,11211,C2-4,40.71413,-73.950283,2017-11-04,2018-06-13,East Williamsburg,3068656.0,3027560036.0,3050100.0,"(40.71413, -73.950283)"
401,si-02-145730,Link1.0,Live,145730,LINK-018382,Staten Island,50,502,2435 HYLAN BOULEVARD,BACHE AVENUE,BURBANK AVENUE,NW,10306,C2-1,40.571782,-74.108614,2017-02-19,2017-02-28,New Dorp-Midland Beach,5052814.0,5036470001.0,5012200.0,"(40.571782, -74.108614)"
402,bk-01-160097,Link5G_NonAd,Live,,,Brooklyn,33,301,34 NORTH 7TH STREET,NORTH 6TH PLACE,KENT AVENUE,SW,11249,R8 / C2-4,40.720749,-73.962539,2025-05-05,2025-07-31,North Side-South Side,3397446.0,3023247502.0,,"(40.7207489, -73.9625389)"
403,qu-13-123861,Link5G_NonAd,Live,123861,,Queens,27,413,206-07 115TH AVENUE,FRANCIS LEWIS BOULEVARD,208TH STREET,SE,11411,C1-3,40.69955,-73.74748,2024-09-20,2025-02-21,St. Albans,4438841.0,4110180021.0,4052000.0,"(40.69955, -73.74748)"
404,bk-08-145920,Link1.0,Live,145920,LINK-021689,Brooklyn,35,308,751 BERGEN STREET,WASHINGTON AVENUE,GRAND AVENUE,NE,11238,C2-4,40.67854,-73.96373,2017-08-31,2018-01-05,Prospect Heights,3027979.0,3011400056.0,3020300.0,"(40.67854, -73.96373)"
405,mn-09-146114,Link1.0,Live,146114,LINK-018187,Manhattan,9,109,1467 AMSTERDAM AVENUE,WEST 133 STREET,WEST 131 STREET,MIDBLOCK,10027,C1-4,40.817157,-73.95337,2018-08-23,2020-10-20,Manhattanville,1059636.0,1019700065.0,1021303.0,"(40.817157, -73.95337)"
406,bk-08-127080,Link1.0,Removed Pending Reinstall,127080,bk-08-127080,Brooklyn,35,308,27 6 AVENUE,PACIFIC STREET,DEAN STREET,NE,11217,C4-4A,40.682133,-73.973933,2017-12-08,2018-02-14,Prospect Heights,3027605.0,3011280004.0,3016100.0,"(40.682133, -73.973933)"
407,mn-09-111985,Link1.0,Live,111985,mn-09-111985,Manhattan,7,109,3581 BROADWAY,WEST 147 STREET,WEST 148 STREET,NW,10031,C1-4,40.827932,-73.949581,2016-07-15,2016-07-20,Hamilton Heights,1083037.0,1020940032.0,1023300.0,"(40.827932, -73.949581)"
408,bx-07-145689,Link1.0,Live,145689,LINK-005582,Bronx,14,207,60 EAST KINGSBRIDGE ROAD,CRESTON AVENUE,MORRIS AVENUE,SW,10468,C1-3,40.866588,-73.895654,2016-08-27,2016-11-11,Bedford Park-Fordham North,2094669.0,2031770031.0,2040100.0,"(40.866588, -73.895654)"
409,mn-06-121418,Link1.0,Live,121418,mn-06-121418,Manhattan,4,106,767 2 AVENUE,EAST 41 STREET,EAST 42 STREET,NW,10017,C5-2,40.749292,-73.972751,2017-11-04,2018-02-09,Turtle Bay-East Midtown,1037546.0,1013157501.0,1008800.0,"(40.749292, -73.972751)"
410,qu-12-118521,Link1.0,Live,118521,85099,Queens,27,412,111-18 MERRICK BOULEVARD,111th Road,111th Avenue,,11433,C2-4/R5D,40.694055,-73.780952,2022-11-07,2023-02-23,,4217106.0,4102007501.0,4026400.0,"(40.694055, -73.780952)"
411,mn-01-123044,Link1.0,Live,123044,mn-01-123044,Manhattan,1,101,317 BROADWAY,THOMAS STREET,DUANE STREET,SW,10007,C6-4A,40.715712,-74.005126,2018-08-01,2020-10-21,SoHo-TriBeCa-Civic Center-Little Italy,1001656.0,1001510028.0,1003300.0,"(40.715712, -74.005126)"
412,bk-06-145872,Link1.0,Live,145872,LINK-021506,Brooklyn,39,306,110 5 AVENUE,BALTIC STREET,STERLING PLACE,SW,11217,C1-4,40.679501,-73.978465,2017-07-20,2017-08-15,Park Slope-Gowanus,3018991.0,3009430240.0,3012901.0,"(40.679501, -73.978465)"
413,mn-09-134826,Link1.0,Live,134826,mn-09-134826,Manhattan,7,109,598 WEST 146 STREET,AMSTERDAM AVENUE,BROADWAY,SE,10031,C1-4,40.826928,-73.949868,2017-10-28,2018-03-13,Hamilton Heights,1061956.0,1020770059.0,1022900.0,"(40.826928, -73.949868)"
414,mn-08-108268,Link1.0,Live,108268,mn-08-108268,Manhattan,5,108,1187 1 AVENUE,EAST 64 STREET,EAST 65 STREET,NW,10065,C2-8,40.762921,-73.959715,2018-03-23,2018-06-07,Lenox Hill-Roosevelt Island,1044695.0,1014390023.0,1011800.0,"(40.762921, -73.959715)"
415,mn-05-121641,Link1.0,Live,121641,mn-05-121641,Manhattan,2,105,27 EAST 32 STREET,MADISON AVENUE,PARK AVENUE,NE,10016,C5-2,40.746465,-73.983714,2017-10-28,2018-02-09,Midtown-Midtown South,1017015.0,1008620024.0,1007400.0,"(40.746465, -73.983714)"
416,mn-12-131047,Link1.0,Live,131047,mn-12-131047,Manhattan,10,112,599 WEST 190 STREET,ST NICHOLAS AVENUE,AUDUBON AVENUE,NE,10040,C1-4,40.854876,-73.92939,2018-04-19,2018-06-05,Washington Heights North,1063863.0,1021610001.0,1027700.0,"(40.854876, -73.92939)"
417,qu-01-136769,Link1.0,Live,136769,qu-01-136769,Queens,26,401,34-01 38 AVENUE,35 STREET,34 STREET,NW,11101,M1-3/R7X,40.752279,-73.929055,2017-12-14,2018-02-21,Queensbridge-Ravenswood-Long Island City,4004564.0,4003760001.0,4005500.0,"(40.752279, -73.929055)"
418,si-02-146100,Link1.0,Live,146100,LINK-018415,Staten Island,50,502,1617 RICHMOND ROAD,LIBERTY AVENUE,SEAVIEW AVENUE,MIDBLOCK,10304,C1-1,40.590453,-74.100922,2018-07-12,2018-07-19,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,5022895.0,5008830008.0,5018100.0,"(40.590453, -74.100922)"
419,mn-05-122272,Link1.0,Live,122272,mn-05-122272,Manhattan,3,105,552 6 AVENUE,WEST 15 STREET,WEST 16 STREET,NE,10011,C6-2A,40.738109,-73.996153,2018-03-18,2018-06-07,Hudson Yards-Chelsea-Flatiron-Union Square,1015306.0,1008170001.0,1005400.0,"(40.738109, -73.996153)"
420,mn-08-119856,Link5G_Ad,Live,119856,,Manhattan,5,108,1712 YORK AVENUE,EAST 92 STREET,EAST 91 STREET,SE,10128,R8,40.779601,-73.944305,2025-02-13,2025-03-14,Yorkville,1076333.0,1015870001.0,1015200.0,"(40.779601, -73.9443054)"
421,qu-03-125430,Link1.0,Live,125430,qu-03-125430,Queens,21,403,32-52 100 STREET,32 AVENUE,NORTHERN BOULEVARD,NW,11369,C2-4,40.757485,-73.868589,2018-04-28,2019-02-28,East Elmhurst,4035112.0,4014290034.0,4036300.0,"(40.757485, -73.868589)"
422,bk-06-145994,Link1.0,Live,145994,LINK-005775,Brooklyn,39,306,342 FLATBUSH AVENUE,STERLING PLACE,8 AVENUE,SW,11217,C2-4,40.676134,-73.971836,2017-11-10,2018-02-21,Park Slope-Gowanus,3024375.0,3010580033.0,3015900.0,"(40.676134, -73.971836)"
423,mn-09-120570,Link1.0,Live,120570,mn-09-120570,Manhattan,7,109,1661 AMSTERDAM AVENUE,WEST 142 STREET,WEST 143 STREET,NE,10031,C1-4,40.823361,-73.948844,2016-10-14,2016-10-31,Hamilton Heights,1061246.0,1020580029.0,1022700.0,"(40.823361, -73.948844)"
424,bx-10-160009,Link5G_Ad,Live,,,Bronx,18,210,2365 WATERBURY AVENUE,Zerega Ave,Havemeyer Ave,NW,10462,M1-2,40.834973,-73.845696,2024-02-22,2024-08-22,Westchester-Unionport,2103494.0,2038340070.0,,"(40.8349727, -73.8456956)"
