,site_id,planned_kiosk_type,installation_status,ppt_id,legacy_id,borough,council_district,community_board,street_address,cross_street_1,cross_street_2,ixn_corner,postcode,zoning,latitude,longitude,installation_complete,activation_complete,neighborhood_tabulation_area_nta,building_identification_number_bin,boroughblocklot_bbl,census_tract_ct,location
91,qu-06-124138,Link5G_Ad,Live,124138,SC90560,Queens,29,406,103-19 QUEENS BOULEVARD,Queens Boulevard,Yellowstone Boulevard,NE,11375,C1-2,40.7246,-73.84946,2025-01-27,2025-04-10,Forest Hills,4051281.0,4021380001.0,,"(40.7246, -73.84946)"
92,mn-11-146077,Link1.0,Live,146077,LINK-018375,Manhattan,8,111,1928 3 AVENUE,EAST 106 STREET,EAST 107 STREET,MIDBLOCK,10029,C1-5,40.791898,-73.944596,2018-02-04,2018-05-17,East Harlem South,1052036.0,1016340035.0,1017200.0,"(40.791898, -73.944596)"
93,mn-09-111128,Link1.0,Live,111128,mn-09-111128,Manhattan,7,109,3407 BROADWAY,WEST 138 STREET,WEST 139 STREET,NW,10031,C1-4,40.822319,-73.953676,2016-06-17,2016-07-14,Hamilton Heights,1062299.0,1020870031.0,1022500.0,"(40.822319, -73.953676)"
94,bk-03-145843,Link1.0,Live,145843,LINK-019365,Brooklyn,36,303,545 NOSTRAND AVENUE,HERKIMER PLACE,ATLANTIC AVENUE,NE,11216,C4-5D,40.678818,-73.949579,2017-05-06,2017-05-31,Crown Heights North,3329718.0,3018670005.0,3024700.0,"(40.678818, -73.949579)"
95,mn-07-134709,Link5G_Ad,Live,134709,mn-07-134709,Manhattan,6,107,715 COLUMBUS AVENUE,WEST 94 STREET,WEST 95 STREET,MIDBLOCK,10025,C1-9,40.791763,-73.96819,2025-02-21,2025-05-29,Upper West Side,1079519.0,1012080001.0,1018100.0,"(40.791763, -73.96819)"
96,mn-04-134867,Link1.0,Live,134867,mn-04-134867,Manhattan,3,104,769 10 AVENUE,WEST 52 STREET,WEST 51 STREET,SW,10019,C6-3,40.765875,-73.991057,2017-09-23,2018-02-23,Clinton,1088274.0,1010800028.0,1013500.0,"(40.765875, -73.991057)"
97,mn-05-107819,Link1.0,Live,107819,mn-05-107819,Manhattan,3,105,740 8 AVENUE,8 AVENUE,BROADWAY,SE,10036,C6-4,40.75967,-73.987786,2016-03-12,2016-04-06,Midtown-Midtown South,1024730.0,1010170061.0,1011900.0,"(40.75967, -73.987786)"
98,mn-07-137400,Link1.0,Live,137400,mn-07-137400,Manhattan,6,107,130 WEST 68 STREET,COLUMBUS AVENUE,BROADWAY,SW,10023,C4-7,40.77497,-73.981079,2016-10-22,2016-11-23,Lincoln Square,1084564.0,1011397503.0,1015300.0,"(40.77497, -73.981079)"
99,qu-06-124242,Link1.0,Live,124242,15064,Queens,29,406,108-29 ASCAN AVENUE,Austin Street,Burns Street,SW,11375,C2-3,40.718236,-73.840748,2023-12-11,2024-01-17,Forest Hills,4077932.0,4032550067.0,,"(40.718236, -73.840748)"
100,bk-08-145935,Link1.0,Live,145935,LINK-021687,Brooklyn,35,308,2 UNDERHILL AVENUE,PACIFIC STREET,BEND,NE,11238,M1-1,40.680888,-73.964668,2017-09-23,2018-04-10,Prospect Heights,3027474.0,3011220032.0,3020300.0,"(40.680888, -73.964668)"
101,bk-16-156770,Link1.0,Live,,,Brooklyn,41,316,1146 EAST NEW YORK AVENUE,E 98TH STREET,PORTAL STREET,SE,11212,C8-2,40.666393,-73.924173,2022-11-23,2023-02-03,Brownsville,3080779.0,3035080012.0,900.0,"(40.666393, -73.924173)"
102,qu-14-160075,Link5G_NonAd,Live,,,Queens,31,414,ACROSS FROM 25-19 WESTBOURNE AVENUE,261ST STREET,262ND STREET,,11691,,40.60755,-73.76475,2024-09-16,2025-02-05,Far Rockaway-Bayswater,4458193.0,4155290143.0,,"(40.60755, -73.76475)"
103,mn-06-135879,Link1.0,Live,135879,mn-06-135879,Manhattan,4,106,900 3 AVENUE,EAST 54 STREET,EAST 55 STREET,NW,10022,C6-6,40.758548,-73.968951,2016-02-15,2016-04-15,Turtle Bay-East Midtown,1081162.0,1013090032.0,1010000.0,"(40.758548, -73.968951)"
104,mn-10-120042,Link1.0,Live,120042,mn-10-120042,Manhattan,9,110,2013 ADAM CLAYTON POWELL JR. BOULEVARD,WEST 121 STREET,WEST 120 STREET,SE,10027,C2-4,40.806249,-73.950095,2016-10-15,2017-01-11,Central Harlem South,1057660.0,1019050063.0,1022000.0,"(40.806249, -73.950095)"
105,bk-16-158755,Link5G_Ad,Live,158755,,Brooklyn,41,316,1525 PITKIN AVENUE,PITKIN AVENUE,SUTTER AVENUE,NE,11212,C1-3,40.668901,-73.917267,2022-08-04,2022-09-23,Brownsville,3080899.0,3035120050.0,900.0,"(40.668901, -73.917267)"
106,mn-09-120493,Link1.0,Live,120493,mn-09-120493,Manhattan,9,109,380 WEST 125 STREET,MORNINGSIDE AVENUE,ST NICHOLAS AVENUE,SE,10027,C4-4D,40.811205,-73.953849,2018-04-07,2018-08-30,Morningside Heights,1087468.0,1019510004.0,1020901.0,"(40.811205, -73.953849)"
107,qu-03-125399,Link1.0,Live,125399,qu-03-125399,Queens,25,403,85-10 NORTHERN BOULEVARD,86 STREET,85 STREET,SW,11372,C1-2,40.755835,-73.881778,2018-04-28,2018-06-28,Jackson Heights,4035201.0,4014330003.0,4028100.0,"(40.755835, -73.881778)"
108,mn-12-120328,Link1.0,Live,120328,LINK-004663,Manhattan,7,112,3900 BROADWAY,WEST 163 STREET,WEST 164 STREET,NE,10032,C1-4,40.837834,-73.941903,2022-02-14,2022-04-18,Washington Heights South,1062924.0,1021220058.0,1024500.0,"(40.837834, -73.941903)"
109,mn-06-121820,Link1.0,Live,121820,mn-06-121820,Manhattan,4,106,160 EAST 50 STREET,3 AVENUE,LEXINGTON AVENUE,SW,10022,C6-6,40.755877,-73.97103,2016-05-14,2016-06-24,Turtle Bay-East Midtown,1036446.0,1013040033.0,1010000.0,"(40.755877, -73.97103)"
110,mn-08-138320,Link1.0,Live,138320,mn-08-138320,Manhattan,4,108,165 EAST 66 STREET,3 AVENUE,LEXINGTON AVENUE,NW,10065,C1-9,40.76606,-73.963554,2017-07-29,2017-10-16,Upper East Side-Carnegie Hill,1042464.0,1014010033.0,1012000.0,"(40.76606, -73.963554)"
111,mn-09-120352,Link1.0,Live,120352,mn-09-120352,Manhattan,7,109,3601 BROADWAY,WEST 148 STREET,WEST 149 STREET,NW,10031,C1-4,40.828542,-73.949132,2016-07-20,2016-08-03,Hamilton Heights,1062436.0,1020950029.0,1023300.0,"(40.828542, -73.949132)"
112,bx-01-118956,Link1.0,Live,118956,bx-01-118956,Bronx,17,201,2882 3 AVENUE,WESTCHESTER AVENUE,EAST 151 STREET,NE,10455,C4-4,40.816679,-73.916483,2016-10-22,2016-12-22,Melrose South-Mott Haven North,2001159.0,2023620001.0,2007100.0,"(40.816679, -73.916483)"
113,mn-11-120221,Link1.0,Live,120221,mn-11-120221,Manhattan,8,111,1966 3 AVENUE,EAST 108 STREET,EAST 109 STREET,NW,10029,C1-5,40.793009,-73.943784,2016-02-27,2016-03-22,East Harlem South,1052113.0,1016360033.0,1017200.0,"(40.793009, -73.943784)"
114,qu-09-145984,Link1.0,Live,145984,LINK-021385,Queens,32,409,91-03 JAMAICA AVENUE,91 STREET,92 STREET,NE,11421,C1-4,40.693166,-73.853678,2017-10-14,2018-03-29,Woodhaven,4585192.0,4088700066.0,4001400.0,"(40.693166, -73.853678)"
115,qu-06-145767,Link1.0,Removed Pending Reinstall,145767,LINK-018046,Queens,29,406,98-22 QUEENS BOULEVARD,65 ROAD,66 AVENUE,SE,11374,C1-2,40.728067,-73.857446,2017-03-04,2017-04-05,Forest Hills,4072160.0,4030860018.0,4071306.0,"(40.728067, -73.857446)"
116,mn-05-121491,Link1.0,Live,121491,mn-05-121491,Manhattan,2,105,68 LEXINGTON AVENUE,EAST 25 STREET,EAST 26 STREET,NW,10010,C6-2A,40.741012,-73.983767,2017-04-01,2017-05-26,Gramercy,1018103.0,1008810006.0,1006800.0,"(40.741012, -73.983767)"
117,mn-06-136356,Link1.0,Live,136356,mn-06-136356,Manhattan,5,106,1001 1 AVENUE,EAST 55 STREET,EAST 54 STREET,NW,10022,C1-5,40.756944,-73.96407,2017-10-20,2018-03-08,Turtle Bay-East Midtown,1039951.0,1013470030.0,1010800.0,"(40.756944, -73.96407)"
118,mn-10-142515,Link1.0,Live,142515,mn-10-142515,Manhattan,9,110,2001 ADAM CLAYTON POWELL JR. BOULEVARD,WEST 120 STREET,WEST 121 STREET,NE,10027,C2-4,40.805827,-73.950407,2017-07-29,2017-09-12,Central Harlem South,1057606.0,1019050001.0,1022000.0,"(40.805827, -73.950407)"
119,si-02-145737,Link1.0,Live,145737,LINK-018384,Staten Island,50,502,2361 HYLAN BOULEVARD,OTIS AVENUE,BRYANT AVENUE,NW,10306,C1-2,40.573466,-74.106917,2017-02-19,2017-02-28,New Dorp-Midland Beach,5052769.0,5036440001.0,5012200.0,"(40.573466, -74.106917)"
120,bk-01-109262,Link1.0,Live,109262,bk-01-109262,Brooklyn,34,301,101 GRAHAM AVENUE,MCKIBBIN STREET,SEIGEL STREET,SW,11206,C1-3,40.70506,-73.942918,2017-04-28,2017-05-23,East Williamsburg,3325892.0,3030880015.0,3049100.0,"(40.70506, -73.942918)"
121,qu-01-145946,Link1.0,Live,145946,LINK-019782,Queens,26,401,30-25 NORTHERN BOULEVARD,40 AVENUE,40 ROAD,NE,11101,M1-3/R7X,40.751498,-73.934157,2017-09-16,2018-01-09,Queensbridge-Ravenswood-Long Island City,4000000.0,4004020001.0,4003100.0,"(40.751498, -73.934157)"
122,mn-05-135179,Link1.0,Live,135179,mn-05-135179,Manhattan,3,105,450 7 AVENUE,WEST 34 STREET,WEST 35 STREET,NW,10001,C6-4,40.751224,-73.990592,2018-05-12,2019-01-17,Midtown-Midtown South,1014408.0,1007840041.0,1010900.0,"(40.751224, -73.990592)"
123,mn-07-121335,Link1.0,Live,121335,mn-07-121335,Manhattan,6,107,2040 BROADWAY,WEST 70 STREET,WEST 71 STREET,NE,10023,C4-6A,40.777137,-73.981904,2016-04-19,2016-07-19,Lincoln Square,1029749.0,1011427502.0,1015700.0,"(40.777137, -73.981904)"
124,bx-07-108745,Link1.0,Live,108745,LINK-010438,Bronx,11,207,3037 WEBSTER AVENUE,EAST MOSHOLU PARKWAY NORTH,EAST 202 STREET,MIDBLOCK,10467,C2-4,40.869906,-73.879279,2021-12-10,2022-06-23,Norwood,2017907.0,2033310080.0,2042500.0,"(40.869906, -73.879279)"
125,bk-04-150039,Link1.0,Live,150039,,Brooklyn,34,304,544 BUSHWICK AVENUE,BEAVER STREET,NOLL STREET,MIDBLOCK,11206,C2-4,40.699475,-73.935843,2022-06-13,2022-10-25,Bushwick South,3000000.0,3031370001.0,389.0,"(40.699475, -73.935843)"
126,mn-03-137425,Link5G_Ad,Live,137425,1355,Manhattan,1,103,90 EAST BROADWAY,EAST BROADWAY,DIVISION STREET,E,10002,C6-1G,40.71392,-73.99386,2024-02-08,2024-04-09,Chinatown,1003542.0,1002820032.0,1000800.0,"(40.71392, -73.99386)"
127,bk-12-126950,Link1.0,Live,126950,14145,Brooklyn,44,312,5022 12TH AVENUE,12TH AVENUE,11TH AVENUE,,11219,C1-3,40.63537,-73.9956,2022-12-08,2023-02-08,Borough Park,3137679.0,3056400044.0,3022000.0,"(40.63537, -73.9956)"
128,mn-11-143675,Link1.0,Live,143675,mn-11-143675,Manhattan,8,111,2292 3 AVENUE,EAST 125 STREET,EAST 124 STREET,SW,10035,C4-4D,40.803516,-73.936107,2016-03-02,2016-03-22,East Harlem North,1087605.0,1017730020.0,1019600.0,"(40.803516, -73.936107)"
129,qu-03-155735,Link5G_Ad,Live,,LINK-020945,Queens,25,403,87-10 NORTHERN BOULEVARD,Northern Boulevard,34th Avenue,SW,11372,C1-2,40.755964,-73.879821,2023-04-13,2023-07-24,Jackson Heights,,4014350001.0,,"(40.755964, -73.879821)"
130,mn-07-120401,Link1.0,Live,120401,mn-07-120401,Manhattan,7,107,2800 BROADWAY,WEST 108 STREET,WEST 109 STREET,NE,10025,C1-5,40.802957,-73.967371,2016-06-11,2016-07-20,Morningside Heights,1056673.0,1018800001.0,1019500.0,"(40.802957, -73.967371)"
131,bx-02-158315,Link1.0,Live,,,Bronx,17,202,1251 REV JAMES POLITE AVE,E 169TH STREET,HOME STREET,SW,10459,C2-4,40.828674,-73.896554,2023-02-22,2023-04-13,Morrisania-Melrose,,2026940024.0,,"(40.828674, -73.896554)"
132,mn-07-134642,Link1.0,Live,134642,mn-07-134642,Manhattan,6,107,614 COLUMBUS AVENUE,WEST 89 STREET,WEST 90 STREET,SW,10024,C1-9,40.788986,-73.970482,2018-02-26,2018-05-21,Upper West Side,1032439.0,1012200029.0,1017300.0,"(40.788986, -73.970482)"
133,mn-05-135659,Link1.0,Live,135659,mn-05-135659,Manhattan,2,105,455 PARK AVENUE SOUTH,EAST 31 STREET,EAST 30 STREET,SE,10016,C6-4A,40.744984,-73.982723,2018-04-14,2019-02-04,Murray Hill-Kips Bay,1018348.0,1008860088.0,1007200.0,"(40.744984, -73.982723)"
134,bx-06-101312,Link1.0,Live,101312,bx-06-101312,Bronx,17,206,1917 SOUTHERN BOULEVARD,ELSMERE PLACE,FAIRMOUNT PLACE,SW,10460,C1-4,40.841834,-73.885974,2018-05-17,2018-07-12,East Tremont,2010153.0,2029600039.0,2036502.0,"(40.841834, -73.885974)"
135,mn-04-123359,Link1.0,Live,123359,mn-04-123359,Manhattan,3,104,245 7 AVENUE,WEST 24 STREET,WEST 25 STREET,NE,10001,C6-3X,40.744815,-73.994986,2018-04-07,2018-07-06,Hudson Yards-Chelsea-Flatiron-Union Square,1085464.0,1008007501.0,1009100.0,"(40.744815, -73.994986)"
136,mn-02-122267,Link1.0,Live,122267,mn-02-122267,Manhattan,3,102,70 WEST 13 STREET,6 AVENUE,5 AVENUE,SE,10011,C6-2,40.73654,-73.997156,2018-03-19,2018-08-01,West Village,1080145.0,1005760010.0,1006300.0,"(40.73654, -73.997156)"
137,qu-12-152196,Link1.0,Live,,,Queens,24,412,160-10 89 AVENUE,89TH AVENUE,90TH AVENUE,SW,11432,C4-5X,40.706233,-73.799947,2022-09-24,2023-05-25,Jamaica,,4097580021.0,446.01,"(40.706233, -73.799947)"
138,qu-02-145849,Link1.0,Live,145849,LINK-018147,Queens,30,402,69-02 QUEENS BOULEVARD,69 STREET,70 STREET,MIDBLOCK,11377,C2-3,40.739922,-73.895296,2017-06-03,2017-10-06,Elmhurst-Maspeth,4056320.0,4024320009.0,4048900.0,"(40.739922, -73.895296)"
139,mn-10-134604,Link1.0,Live,134604,mn-10-134604,Manhattan,9,110,2022 ADAM CLAYTON POWELL JR. BOULEVARD,WEST 121 STREET,WEST 122 STREET,NW,10027,C2-4,40.80663,-73.950256,2017-07-19,2017-09-12,Central Harlem South,1058513.0,1019270029.0,1022000.0,"(40.80663, -73.950256)"
140,mn-04-107977,Link1.0,Live,107977,mn-04-107977,Manhattan,3,104,221 8 AVENUE,WEST 21 STREET,WEST 22 STREET,NW,10011,C1-6A,40.74426,-73.999398,2016-03-16,2016-04-06,Hudson Yards-Chelsea-Flatiron-Union Square,1087948.0,1007457503.0,1008900.0,"(40.74426, -73.999398)"
141,bk-16-145930,Link1.0,Live,145930,LINK-021933,Brooklyn,37,316,41 SACKMAN STREET,FULTON STREET,HERKIMER STREET,SE,11233,M1-4/R7D,40.677845,-73.905901,2017-09-17,2018-01-05,Ocean Hill,3042307.0,3015540001.0,3036700.0,"(40.677845, -73.905901)"
142,mn-04-134553,Link1.0,Live,134553,mn-04-134553,Manhattan,3,104,180 7 AVENUE,WEST 21 STREET,WEST 20 STREET,SW,10011,C2-5,40.7427,-73.9968,2017-08-19,2018-02-28,Hudson Yards-Chelsea-Flatiron-Union Square,1014037.0,1007700041.0,1008700.0,"(40.7427, -73.9968)"
143,mn-08-119822,Link1.0,Live,119822,mn-08-119822,Manhattan,5,108,1585 3 AVENUE,EAST 89 STREET,EAST 90 STREET,NE,10128,C1-9,40.780782,-73.9524,2016-03-19,2016-03-28,Yorkville,1048874.0,1015350001.0,1015400.0,"(40.780782, -73.9524)"
144,bk-08-126832,Link1.0,Live,126832,bk-08-126832,Brooklyn,35,308,777 NOSTRAND AVENUE,LINCOLN PLACE,EASTERN PARKWAY,SE,11216,C2-4,40.670647,-73.950352,2017-02-03,2017-02-23,Crown Heights North,3032653.0,3012620004.0,3031702.0,"(40.670647, -73.950352)"
145,mn-03-137173,Link1.0,Live,137173,mn-03-137173,Manhattan,1,103,145 ORCHARD STREET,RIVINGTON STREET,STANTON STREET,NW,10002,C4-4A,40.720486,-73.989083,2016-11-17,2016-12-28,Chinatown,1005535.0,1004160068.0,1003001.0,"(40.720486, -73.989083)"
146,mn-09-120412,Link1.0,Live,120412,mn-09-120412,Manhattan,7,109,3300 BROADWAY,WEST 133 STREET,WEST 134 STREET,NE,10031,C6-2,40.818813,-73.955796,2017-04-07,2017-06-14,Manhattanville,1059728.0,1019870001.0,1021900.0,"(40.818813, -73.955796)"
147,mn-06-134561,Link1.0,Live,134561,mn-06-134561,Manhattan,2,106,416 3 AVENUE,EAST 30 STREET,EAST 29 STREET,SW,10016,C2-8,40.743035,-73.980242,2017-06-30,2017-10-06,Murray Hill-Kips Bay,1018263.0,1008850042.0,1007200.0,"(40.743035, -73.980242)"
148,mn-05-134185,Link1.0,Live,134185,mn-05-134185,Manhattan,3,105,1595 BROADWAY,WEST 48 STREET,WEST 49 STREET,NW,10019,C6-7T,40.760266,-73.984857,2016-05-14,2016-07-18,Midtown-Midtown South,1076195.0,1010200046.0,1012500.0,"(40.760266, -73.984857)"
149,mn-07-121208,Link1.0,Live,121208,mn-07-121208,Manhattan,6,107,376 AMSTERDAM AVENUE,WEST 77 STREET,WEST 78 STREET,SW,10024,C2-7A,40.78241,-73.979,2018-02-17,2020-09-14,Upper West Side,1030888.0,1011697501.0,1016300.0,"(40.78241, -73.979)"
150,mn-09-146052,Link1.0,Live,146052,LINK-018189,Manhattan,9,109,499 WEST 135 STREET,AMSTERDAM AVENUE,CONVENT AVENUE,MIDBLOCK,10031,C1-4,40.818868,-73.95187,2018-02-03,2018-05-21,Manhattanville,1084081.0,1019570200.0,1021703.0,"(40.818868, -73.95187)"
151,mn-10-119884,Link1.0,Live,119884,mn-10-119884,Manhattan,9,110,2454 FREDERICK DOUGLASS BOULEVARD,WEST 132 STREET,WEST 131 STREET,SE,10027,C1-4,40.814447,-73.94792,2018-05-02,2020-11-06,Central Harlem North-Polo Grounds,1058687.0,1019370001.0,1022600.0,"(40.814447, -73.94792)"
152,bk-01-126657,Link1.0,Live,126657,bk-01-126657,Brooklyn,34,301,46 GRAHAM AVENUE,COOK STREET,DEBEVOISE STREET,SE,11206,C4-3,40.702247,-73.942287,2017-07-01,2017-08-02,East Williamsburg,3071613.0,3031200008.0,3049100.0,"(40.702247, -73.942287)"
153,bk-16-160032,Link5G_NonAd,Live,,,Brooklyn,41,316,656 HOWARD AVENUE,SUTTER AVENUE,EAST NEW YORK AVENUE,NW,11212,C1-3,40.665897,-73.919608,2024-04-02,2024-06-13,Brownsville,3080885.0,3035110072.0,,"(40.6658969, -73.9196083)"
154,qu-01-125163,Link1.0,Live,125163,qu-01-125163,Queens,22,401,33-10 ASTORIA BOULEVARD SOUTH,33 STREET,34 STREET,SE,11103,C4-3,40.769707,-73.916673,2018-03-09,2018-06-12,Astoria,4009294.0,4006310026.0,4006501.0,"(40.769707, -73.916673)"
155,mn-06-136682,Link1.0,Live,136682,mn-06-136682,Manhattan,4,106,828 2 AVENUE,EAST 44 STREET,EAST 45 STREET,NE,10017,C1-9,40.751188,-73.971061,2018-01-27,2018-04-18,Turtle Bay-East Midtown,1076275.0,1013370001.0,1009000.0,"(40.751188, -73.971061)"
156,qu-02-145785,Link1.0,Live,145785,LINK-018203,Queens,26,402,2116 JACKSON AVENUE,46 ROAD,ARCH STREET,SW,11101,M1-5/R7X,40.744921,-73.947663,2017-03-11,2017-03-29,Hunters Point-Sunnyside-West Maspeth,4000543.0,4000720001.0,4001900.0,"(40.744921, -73.947663)"
157,mn-09-120359,Link1.0,Live,120359,mn-09-120359,Manhattan,7,109,600 WEST 142 STREET,BROADWAY,RIVERSIDE DRIVE,SW,10031,C1-4,40.824578,-73.952134,2016-07-08,2016-07-20,Hamilton Heights,1062331.0,1020880098.0,1022500.0,"(40.824578, -73.952134)"
158,mn-12-134789,Link1.0,Live,134789,mn-12-134789,Manhattan,10,112,1341 ST. NICHOLAS AVENUE,WEST 177 STREET,WEST 178 STREET,NW,10033,C1-4,40.846875,-73.935653,2017-12-06,2020-10-14,Washington Heights South,1063551.0,1021440045.0,1026300.0,"(40.846875, -73.935653)"
159,mn-12-111803,Link1.0,Live,111803,mn-12-111803,Manhattan,7,112,2002 AMSTERDAM AVENUE,WEST 159 STREET,WEST 160 STREET,NW,10032,C1-4,40.834245,-73.941159,2016-07-15,2016-07-21,Washington Heights South,1062798.0,1021180042.0,1024500.0,"(40.834245, -73.941159)"
160,bx-04-113552,Link1.0,Live,113552,bx-04-113552,Bronx,8,204,875 GERARD AVENUE,EAST 161 STREET,EAST 162 STREET,NW,10452,C1-4,40.827825,-73.924833,2016-07-01,2016-07-15,West Concourse,2002991.0,2024840035.0,2019500.0,"(40.827825, -73.924833)"
161,bx-04-101603,Link1.0,Live,101603,SC90353,Bronx,8,204,895 WALTON AVENUE,EAST 161 STREET,EAST 164 STREET,NW,10452,C1-4,40.827655,-73.923906,2017-02-18,2017-05-11,West Concourse,2002919.0,2024760057.0,2019500.0,"(40.827655, -73.923906)"
162,bk-01-146091,Link1.0,Live,146091,LINK-021157,Brooklyn,34,301,178 BROADWAY,DRIGGS AVENUE,BEDFORD AVENUE,SW,11211,C4-3,40.7099,-73.96244,2018-06-05,2019-01-29,North Side-South Side,3335296.0,3021320021.0,3054900.0,"(40.7099, -73.96244)"
163,mn-12-120796,Link1.0,Live,120796,mn-12-120796,Manhattan,10,112,4100 BROADWAY,WEST 173 STREET,WEST 172 STREET,SE,10032,C1-4,40.844493,-73.938788,2018-03-19,2019-02-25,Washington Heights South,1063464.0,1021410033.0,1025300.0,"(40.844493, -73.938788)"
164,mn-07-120285,Link1.0,Live,120285,mn-07-120285,Manhattan,6,107,2617 BROADWAY,WEST 99 STREET,WEST 98 STREET,SW,10025,C1-5,40.796566,-73.970619,2016-10-03,2016-11-02,Upper West Side,1056410.0,1018700052.0,1018700.0,"(40.796566, -73.970619)"
165,qu-02-124952,Link1.0,Live,124952,qu-02-124952,Queens,26,402,32-44 QUEENS BOULEVARD,33 STREET,32 PLACE,SW,11101,M1-4,40.74445,-73.931875,2016-11-05,2017-02-02,Hunters Point-Sunnyside-West Maspeth,4003441.0,4002480036.0,4017900.0,"(40.74445, -73.931875)"
166,mn-08-119832,Link1.0,Live,119832,mn-08-119832,Manhattan,5,108,1644 3 AVENUE,EAST 92 STREET,EAST 93 STREET,NW,10128,C1-9,40.782766,-73.951257,2016-02-22,2016-03-23,Upper East Side-Carnegie Hill,1048352.0,1015210033.0,1015801.0,"(40.782766, -73.951257)"
167,mn-02-123612,Link1.0,Live,123612,mn-02-123612,Manhattan,3,102,87 BARROW STREET,HUDSON STREET,COMMERCE STREET,SE,10014,C1-6,40.731593,-74.006408,2017-02-18,2017-04-14,West Village,1077816.0,1005847501.0,1006700.0,"(40.731593, -74.006408)"
168,bk-02-143595,Link5G_Ad,Live,143595,SC90727,Brooklyn,35,302,403 MYRTLE AVENUE,MYRTLE AVENUE,PARK AVENUE,NE,11205,C2-4,40.693309,-73.969788,2022-10-11,2023-04-10,Fort Greene,3054298.0,2018870102.0,,"(40.693309, -73.969788)"
169,mn-03-108269,Link1.0,Live,108269,mn-03-108269,Manhattan,2,103,145 1 AVENUE,EAST 9 STREET,ST MARKS PLACE,SW,10003,C1-5,40.728126,-73.985083,2017-04-02,2017-06-05,East Village,1079781.0,1004500029.0,1003800.0,"(40.728126, -73.985083)"
170,bk-05-145941,Link1.0,Live,145941,LINK-021921,Brooklyn,37,305,3386 FULTON STREET,CRESCENT STREET,HEMLOCK STREET,MIDBLOCK,11208,C1-2,40.684061,-73.870537,2017-09-29,2017-11-21,Cypress Hills-City Line,3327234.0,3041480037.0,3118400.0,"(40.684061, -73.870537)"
171,qu-01-145954,Link1.0,Live,145954,LINK-020932,Queens,26,401,43-40 NORTHERN BOULEVARD,44 STREET,45 STREET,MIDBLOCK,11101,M1-1,40.753641,-73.918402,2017-09-30,2017-11-07,Hunters Point-Sunnyside-West Maspeth,4441943.0,4001430500.0,4017100.0,"(40.753641, -73.918402)"
172,qu-04-145898,Link1.0,Live,145898,LINK-019897,Queens,25,404,84-43 CORONA AVENUE,51 AVENUE,BROADWAY,NW,11373,C1-4,40.739332,-73.87813,2017-08-05,2017-09-07,Elmhurst-Maspeth,4038727.0,4015460037.0,4048500.0,"(40.739332, -73.87813)"
173,mn-01-137333,Link1.0,Live,137333,mn-01-137333,Manhattan,1,101,80 LAFAYETTE STREET,WHITE STREET,FRANKLIN STREET,SW,10013,C6-4A,40.717241,-74.001739,2016-07-13,2016-07-21,SoHo-TriBeCa-Civic Center-Little Italy,1001870.0,1001720020.0,1003100.0,"(40.717241, -74.001739)"
174,bk-06-160001,Link5G_NonAd,Live,,,Brooklyn,38,306,84 BEARD STREET,BEARD STREET,VAN DYKE STREET,SE,11231,M1-2,40.674187,-74.013696,2024-02-07,2024-06-18,Carroll Gardens-Columbia Street-Red Hook,3008860.0,3006050001.0,,"(40.6741868, -74.0136956)"
175,mn-07-120936,Link1.0,Live,120936,mn-07-120936,Manhattan,6,107,157 COLUMBUS AVENUE,WEST 67 STREET,WEST 68 STREET,NE,10023,C4-7,40.774266,-73.98095,2016-08-19,2016-10-07,Lincoln Square,1028260.0,1011207501.0,1015300.0,"(40.774266, -73.98095)"
176,si-02-125472,Link1.0,Live,125472,si-02-125472,Staten Island,50,502,201 NEW DORP LANE,10 STREET,9 STREET,MIDBLOCK,10306,C2-2,40.572853,-74.114087,2016-11-14,2016-12-09,New Dorp-Midland Beach,5052593.0,5036370009.0,5012200.0,"(40.572853, -74.114087)"
177,mn-05-122522,Link1.0,Live,122522,mn-05-122522,Manhattan,3,105,1767 BROADWAY,WEST 56 STREET,WEST 57 STREET,SW,10019,C5-3,40.766175,-73.981988,2016-05-26,2016-07-19,Midtown-Midtown South,1024899.0,1010280056.0,1013700.0,"(40.766175, -73.981988)"
178,mn-04-139460,Link1.0,Live,139460,mn-04-139460,Manhattan,3,104,907 8 AVENUE,WEST 54 STREET,WEST 53 STREET,SW,10019,C6-4,40.764744,-73.98447,2016-03-10,2016-04-15,Clinton,1025400.0,1010447501.0,1013300.0,"(40.764744, -73.98447)"
179,mn-07-135581,Link1.0,Live,135581,mn-07-135581,Manhattan,7,107,782 AMSTERDAM AVENUE,WEST 98 STREET,WEST 99 STREET,NW,10025,C1-5,40.795544,-73.969419,2017-06-30,2017-08-07,Upper West Side,1056400.0,1018700030.0,1018700.0,"(40.795544, -73.969419)"
180,qu-12-124000,Link5G_Ad,Live,124000,15023,Queens,27,412,198-01 HOLLIS AVENUE,198th Street,199th Street,,11412,C1-3,40.706481,-73.759532,2023-02-20,2023-05-04,Hollis,4234133.0,4109390001.0,4050600.0,"(40.706481, -73.759532)"
181,qu-04-145915,Link1.0,Live,145915,LINK-019904,Queens,25,404,75-10 BROADWAY,75 STREET,76 STREET,SE,11373,C2-3,40.746046,-73.890121,2017-08-05,2017-09-05,Elmhurst,4036729.0,4014860008.0,4026700.0,"(40.746046, -73.890121)"
